PLAYER_LABEL,TEAM_LABEL,MIN,PTS,REB,AST,STL,BLK,TOV,PF,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,PLUS_MINUS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,PACE,GAMES_PLAYED
Shai Gilgeous-Alexander,OKC,33.21980392156863,31.13235294117647,4.294117647058823,6.588235294117647,1.3970588235294117,0.7647058823529411,2.2205882352941178,2.0441176470588234,10.75,19.426470588235293,0.5719558823529411,1.6911764705882353,4.382352941176471,0.41848529411764707,7.9411764705882355,9.029411764705882,0.8808970588235294,0.5588235294117647,3.735294117647059,11.588235294117647,0.32125,0.6820882352941177,0.61875,122.31323529411763,104.78088235294118,17.538235294117644,0.3338529411764706,0.01785294117647059,0.1009264705882353,0.06160294117647059,7.051470588235294,101.97529411764705,68
Victor Wembanyama,SAS,29.150755208333333,25.0,11.5,3.109375,1.03125,3.078125,2.421875,2.4375,8.640625,16.875,0.51459375,1.90625,5.46875,0.33584375,5.8125,7.03125,0.79146875,2.03125,9.46875,10.65625,0.318875,0.623796875,0.570625,121.0796875,102.6875,18.4015625,0.171296875,0.070859375,0.2848125,0.186953125,9.6015625,102.44453125,64
